name,business_status,address,lat,lng,types,rating,user_ratings_total,#charging_stations,text,author_name,author_url,relative_time_description,time
ChargePoint Charging Station,OPERATIONAL,"301 E Huron St, Ann Arbor, MI 48104, USA",42.28209630000001,-83.7452472,"point_of_interest, establishment",5,9,5,"Other reviews that say this is for government use only seem incorrect; the electric charger spots are open to the public (not reserved, unlike other spots in the lot) and is next to a police station, so very safe. Would recommend this lot!",Chad Meyers,https://www.google.com/maps/contrib/100907768805130935471/reviews,11 months ago,2022-12-24 12:22:36
ChargePoint Charging Station,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48108, USA",42.2405142,-83.7660396,"point_of_interest, establishment",1,9,5,"2 stations only, both seem old. First did not work and app was not working to start charging",Bernardo P,https://www.google.com/maps/contrib/112331735830186148394/reviews,a month ago,2023-11-05 20:52:09
ChargePoint Charging Station,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48108, USA",42.2405142,-83.7660396,"point_of_interest, establishment",4,9,5,Great location. The screen was scratched but still worked.,V A Lew,https://www.google.com/maps/contrib/105179193885720109580/reviews,10 months ago,2023-02-02 13:58:41
ChargePoint Charging Station,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48108, USA",42.2405142,-83.7660396,"point_of_interest, establishment",1,9,5,Worst user experience ever. Charge station 1 charges 50kwh and charge station 2 charges 25kwh. Non of the charger have indication of such information.,Jieun Lee,https://www.google.com/maps/contrib/111207339393330353738/reviews,8 months ago,2023-03-18 14:46:14
ChargePoint Charging Station,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48108, USA",42.2405142,-83.7660396,"point_of_interest, establishment",4,9,5,I had a rental and didn't realize I'd have to download an app and put my info on it to use the chatting station. Other than that it charged very quickly as I was almost out of battery life.,wendy macey,https://www.google.com/maps/contrib/104941783979540857499/reviews,2 years ago,2021-05-03 21:34:09
ChargePoint Charging Station,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48108, USA",42.2405142,-83.7660396,"point_of_interest, establishment",1,9,5,I like the location but my level 2 charger could not connect here because they have Level 3 or DC fast charge connectors and have not provided Level 2 connectors.  It would be nice to use if I could connect.,Dan Bleitz,https://www.google.com/maps/contrib/103902220019555452662/reviews,3 years ago,2020-07-10 11:55:42
ChargePoint Charging Station,OPERATIONAL,"50 N Territorial Rd W, Whitmore Lake, MI 48189, USA",42.379033,-83.75906599999999,"point_of_interest, establishment",3,4,4,"Perfect location to recharge and make the last few miles home to Detroit. The food mart had a good selection of snacks and clean updated bathrooms.

Price point is better than most other charging stations I've seen around the state.

Both chargers were functional, but the UI was a pain to use. It took too many tries to stop charging. The screen on charger #2 wasn't sensitive enough to finger or palm touch. It's accuracy needs improvement as well.",Ryan Ma,https://www.google.com/maps/contrib/106332594550192066083/reviews,3 months ago,2023-09-09 22:56:28
ChargePoint Charging Station,OPERATIONAL,"50 N Territorial Rd W, Whitmore Lake, MI 48189, USA",42.379033,-83.75906599999999,"point_of_interest, establishment",5,4,4,Stating the obvious here but make sure that you have a CCS1 charger adapter with you if you are driving a Tesla.,Mihai B.,https://www.google.com/maps/contrib/109093819137238487030/reviews,7 months ago,2023-04-23 16:45:52
ChargePoint Charging Station,OPERATIONAL,"50 N Territorial Rd W, Whitmore Lake, MI 48189, USA",42.379033,-83.75906599999999,"point_of_interest, establishment",5,4,4,DC Fast charging is excellent and will revisit this ChargePoint again. $6 gave me 61 additional miles of range on the 2021 Chevy Bolt.,Geoff Chase,https://www.google.com/maps/contrib/110966549170493997304/reviews,2 years ago,2021-09-19 18:28:49
ChargePoint Charging Station,OPERATIONAL,"50 N Territorial Rd W, Whitmore Lake, MI 48189, USA",42.379033,-83.75906599999999,"point_of_interest, establishment",5,4,4,,Emily Smith,https://www.google.com/maps/contrib/107555937902605008502/reviews,11 months ago,2021-09-19 18:28:49
Tesla Supercharger,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, USA",42.24112499999999,-83.766522,"point_of_interest, establishment",5,91,5,"Perfectly situated off of I-94 and pretty good charging speeds. 440 miles/hour currently.  I usually see around 270 on average when charging beyond 40%.

EDIT: Hit 500 mark today (May) :O",Jordan Wilson,https://www.google.com/maps/contrib/102469540443871310535/reviews,4 years ago,2019-05-05 15:08:42
Tesla Supercharger,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, USA",42.24112499999999,-83.766522,"point_of_interest, establishment",3,91,5,It has by far the longest charge times of all the superchargers in southeast Mi. Probably because it’s limited by some silly washtenaw county governmental entity policy.,Christopher Demetriou,https://www.google.com/maps/contrib/106964220908448074655/reviews,5 months ago,2023-07-05 06:13:35
Tesla Supercharger,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, USA",42.24112499999999,-83.766522,"point_of_interest, establishment",4,91,5,Use to charge here everyday when I was in college. Reliable as I could walk to Starbucks to study or go to Meijer for grocery run. 2 years ago I sold my Tesla and heard the huge price jump as back then was like .23c but recently I visited and someone told me .53c which I know it would have contributed me not getting a Tesla back in college days. Tesla needs to get pricing in order especially for ppl who cant charge at home,Goose W,https://www.google.com/maps/contrib/117079445849456658153/reviews,8 months ago,2023-04-02 23:25:34
Tesla Supercharger,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, USA",42.24112499999999,-83.766522,"point_of_interest, establishment",3,91,5,"Easily walk to meijer gas station, but the chargers were slow both times I was there.  Once at 15% and 0nce at 5%",Kristin Isaac,https://www.google.com/maps/contrib/103701794308320511934/reviews,7 months ago,2023-04-26 18:33:01
Tesla Supercharger,OPERATIONAL,"3145 Ann Arbor-Saline Rd, Ann Arbor, MI 48103, USA",42.24112499999999,-83.766522,"point_of_interest, establishment",4,91,5,Usually has chargers available and it's quick off and on the highway.. This is one of my go-to charging locations.  Could use overhead shelter but I haven't seen that frequently at any chargers. Lots of decent food options and a short walk to Mejier.,Jamie P,https://www.google.com/maps/contrib/113305046044358091734/reviews,3 years ago,2020-11-10 08:30:16
ChargePoint Charging Station,OPERATIONAL,"NCRC, Ann Arbor, MI 48105, USA",42.30143700000001,-83.7065987,"point_of_interest, establishment",1,1,1,Unable to find a charging station here at all - drove around for several minutes.,Heather Gerety,https://www.google.com/maps/contrib/108865674508338904098/reviews,a year ago,2022-06-10 16:24:08
ChargePoint Charging Station,OPERATIONAL,"1024 Greene St, Ann Arbor, MI 48109, USA",42.2687982,-83.7478285,"point_of_interest, establishment",5,1,1,,Benjamin Meza-Wilson,https://www.google.com/maps/contrib/106553336201931873362/reviews,a year ago,2020-11-10 08:30:16
ChargePoint Charging Station,OPERATIONAL,"1300 Murfin Ave, Ann Arbor, MI 48109, USA",42.2922859,-83.7178192,"point_of_interest, establishment",4,2,2,Both chargers dead during pandemic.,Nathan Slager,https://www.google.com/maps/contrib/109911272704178910864/reviews,a year ago,2022-06-21 00:00:48
ChargePoint Charging Station,OPERATIONAL,"1300 Murfin Ave, Ann Arbor, MI 48109, USA",42.2922859,-83.7178192,"point_of_interest, establishment",5,2,2,New chargers installed November 2021,Samuel Cummins,https://www.google.com/maps/contrib/118433442977836209468/reviews,2 years ago,2021-12-10 14:51:02
ChargePoint Charging Station,OPERATIONAL,"1024 Greene St, Ann Arbor, MI 48109, USA",42.2687982,-83.7478285,"point_of_interest, establishment",5,1,1,,Benjamin Meza-Wilson,https://www.google.com/maps/contrib/106553336201931873362/reviews,a year ago,2022-06-10 16:24:08
ChargePoint Charging Station,OPERATIONAL,"1358 Abbott St, Detroit, MI 48226, USA",42.3280872,-83.0621549,"point_of_interest, establishment",3,3,3,The 350 w fast charge has been over 6 weeks the 150 works great,michael hatton,https://www.google.com/maps/contrib/102380212527951570273/reviews,5 months ago,2023-07-04 06:54:24
ChargePoint Charging Station,OPERATIONAL,"1358 Abbott St, Detroit, MI 48226, USA",42.3280872,-83.0621549,"point_of_interest, establishment",2,3,3,"350/150 chargers not there, only level two chargers",Magistar kyo,https://www.google.com/maps/contrib/103604938360619950024/reviews,a month ago,2023-11-10 20:49:02
ChargePoint Charging Station,OPERATIONAL,"1358 Abbott St, Detroit, MI 48226, USA",42.3280872,-83.0621549,"point_of_interest, establishment",1,3,3,Not functional anymore.,madhumitha balaji,https://www.google.com/maps/contrib/117460980042525882243/reviews,a week ago,2023-12-01 20:12:57
Electric Vehicle Charging Station,OPERATIONAL,"Belle Isle Park, Nature Center, 176 Lakeside Dr, Detroit, MI 48207, USA",42.3471254,-82.96416359999999,"point_of_interest, establishment",5,1,1,"The Belle Isle Nature Center's charging station looked impressive, but I didn't use it. My Ford Explorer, with 355,000 miles and its dependable combustible engine, enjoyed the visit.  Nice frogs !",Ask!,https://www.google.com/maps/contrib/111861885329160303229/reviews,2 months ago,2023-09-14 13:30:41
Shell Recharge Charging Station,OPERATIONAL,"5501 Ojibway Pkwy, Windsor, ON N9C 4J5, Canada",42.2602019,-83.0848256,"point_of_interest, establishment",4,1,1,Fast chargers but one cut out at 81% charge.,Trevor King,https://www.google.com/maps/contrib/111392797210274319328/reviews,in the last week,2023-12-06 22:01:17
Ivy Charging Station,OPERATIONAL,"3155 Howard Ave, Windsor, ON N8X 4Y8, Canada",42.2741114,-83.0073657,"point_of_interest, establishment",5,2,2,"After loading the app, setting up an account and following the instructions,  it was pretty straightforward. Will use this location again. Go Ivy!",Joe Ernesto,https://www.google.com/maps/contrib/110888462101583696856/reviews,a year ago,2022-06-29 11:48:36
Ivy Charging Station,OPERATIONAL,"3155 Howard Ave, Windsor, ON N8X 4Y8, Canada",42.2741114,-83.0073657,"point_of_interest, establishment",1,2,2,"Do not depend on this for charging as it is only working some times.
The chargers when working will fill up your car in 1-2 hours.
But the only problem is this is not dependable.",dipinder singh,https://www.google.com/maps/contrib/115154708240550380455/reviews,9 months ago,2023-02-23 08:06:30
Tesla Supercharger,OPERATIONAL,"4150 Walker Rd, Windsor, ON N8W 3T5, Canada",42.2590308,-82.9651505,"point_of_interest, establishment",4,8,5,"Easy-no touch screens, no credit/debit swipe slots, no buttons, just plug in to yr tesla. U must have bank card or apple/google pay associated with yr phone for automatic payment. Fast-u get a text when yr charge is near complete. Clean, well lit, took about 20 minutes for 50% charge. Cost $14 bucks.",MJ JANS (mr. houdini2013),https://www.google.com/maps/contrib/108411388646363295440/reviews,2 weeks ago,2023-11-24 21:08:47
Tesla Supercharger,OPERATIONAL,"4150 Walker Rd, Windsor, ON N8W 3T5, Canada",42.2590308,-82.9651505,"point_of_interest, establishment",4,8,5,"Hard to find restrooms at night. Burger King closed at 8 pm, Saturday. A & W sign says open 24/7, but the door was locked. We had to drive to Tim Horton's after charging.",Thy Ly Chau,https://www.google.com/maps/contrib/114516278142799098743/reviews,4 months ago,2023-07-23 10:22:27
Tesla Supercharger,OPERATIONAL,"4150 Walker Rd, Windsor, ON N8W 3T5, Canada",42.2590308,-82.9651505,"point_of_interest, establishment",5,8,5,Great new location close to border plaza with stuff in it to get stuff done or kill time. Thanks Tesla,Fahid Syed,https://www.google.com/maps/contrib/102379397832923064484/reviews,7 months ago,2023-04-22 10:20:58
Tesla Supercharger,OPERATIONAL,"4150 Walker Rd, Windsor, ON N8W 3T5, Canada",42.2590308,-82.9651505,"point_of_interest, establishment",4,8,5,Lots of places around. 250kw,Matt Hotel,https://www.google.com/maps/contrib/106447811598760102774/reviews,6 months ago,2023-05-27 08:15:41
Tesla Supercharger,OPERATIONAL,"4150 Walker Rd, Windsor, ON N8W 3T5, Canada",42.2590308,-82.9651505,"point_of_interest, establishment",5,8,5,,Ahmad AL,https://www.google.com/maps/contrib/113844440847871670532/reviews,4 months ago,2023-05-27 08:15:41
ChargePoint Charging Station,OPERATIONAL,"1971 Grand River Ave, Detroit, MI 48226, USA",42.334755,-83.056015,"point_of_interest, establishment",3,4,4,"There are some broken chargers. Fortunately the one that fits my car was good to go. Also, the so called touchscreens are almost impossible to tap, as they added some plastic cover around it. You have to press extremely hard to get it to work. Price was much higher than other chargepoint chargers but I guess that's expected in the city.",Pronob B (Pro),https://www.google.com/maps/contrib/112227282691129294136/reviews,6 months ago,2023-06-10 09:39:08
ChargePoint Charging Station,OPERATIONAL,"1971 Grand River Ave, Detroit, MI 48226, USA",42.334755,-83.056015,"point_of_interest, establishment",1,4,4,There were 4 chargers out of which 2 were unavailable and 2 were occupied with no one in the cars.,Madhumitha Balaji,https://www.google.com/maps/contrib/106608179385542842327/reviews,a week ago,2023-12-01 20:11:49
ChargePoint Charging Station,OPERATIONAL,"1971 Grand River Ave, Detroit, MI 48226, USA",42.334755,-83.056015,"point_of_interest, establishment",5,4,4,,Jamii Tata,https://www.google.com/maps/contrib/115644153649774717590/reviews,a year ago,2023-12-01 20:11:49
ChargePoint Charging Station,OPERATIONAL,"1971 Grand River Ave, Detroit, MI 48226, USA",42.334755,-83.056015,"point_of_interest, establishment",5,4,4,,Evan Baird,https://www.google.com/maps/contrib/114006669332651024242/reviews,3 years ago,2023-12-01 20:11:49
Red E Charging Station,OPERATIONAL,"2475 W Grand Blvd, Detroit, MI 48208, USA",42.36316,-83.09436,"point_of_interest, establishment",5,2,2,Consistent charging in a cool building!,Austin Wright,https://www.google.com/maps/contrib/109152615751351253511/reviews,7 months ago,2023-05-08 12:08:38
Red E Charging Station,OPERATIONAL,"2475 W Grand Blvd, Detroit, MI 48208, USA",42.36316,-83.09436,"point_of_interest, establishment",5,2,2,,DeLon Dixon,https://www.google.com/maps/contrib/117949559724607214704/reviews,a month ago,2023-05-08 12:08:38
ChargePoint Charging Station,OPERATIONAL,"2458 Russell St, Detroit, MI 48207, USA",42.3456649,-83.039748,"point_of_interest, establishment",1,3,3,"Beware - current pricing is 10 cents/MINUTE.  Too expensive for a Level 2 charger. I lasted long enough to see the price, double check to make sure it wasn't a glitch, and unplugged.",Michael Kernya,https://www.google.com/maps/contrib/103846672445986426439/reviews,2 months ago,2023-10-07 10:14:51
ChargePoint Charging Station,OPERATIONAL,"2458 Russell St, Detroit, MI 48207, USA",42.3456649,-83.039748,"point_of_interest, establishment",1,3,3,"This is the worst charger in Detroit, maybe the world, do not use it. They have pricing set absurdly high and makes no sense. It is equivalent to charging roughly $35/ gallon of gas. Whoever is controlling the price for this station is doing a disservice to EV adoption.",Kushal,https://www.google.com/maps/contrib/101927210880310716719/reviews,8 months ago,2023-04-15 10:58:47
ChargePoint Charging Station,OPERATIONAL,"2458 Russell St, Detroit, MI 48207, USA",42.3456649,-83.039748,"point_of_interest, establishment",1,3,3,This charger is way over priced. I payed 14 dollars for 24miles of range. What's the point charge point. I drive a hybrid and I'll be buying 5 dollar gas. It's cheaper than your charger.,Mark Lenz,https://www.google.com/maps/contrib/115309291672446149198/reviews,a year ago,2022-06-04 15:40:11
ChargePoint Charging Station,OPERATIONAL,"John R St, Detroit, MI 48202, USA",42.35982539999999,-83.06308949999999,"point_of_interest, establishment",2,1,1,"This inside the private DIA parking,  not for the public",Crystal Nassouri,https://www.google.com/maps/contrib/102487392970416841373/reviews,3 years ago,2020-02-14 19:05:41
ChargePoint Charging Station,OPERATIONAL,"2901 Grand River Ave, Detroit, MI 48201, USA",42.3378735,-83.0684393,"point_of_interest, establishment",5,2,2,"2nd floor of the HOTEL SELF PARK.

Free with Charge point app.",M Steids,https://www.google.com/maps/contrib/112431829819520914419/reviews,2 months ago,2023-09-28 08:55:25
ChargePoint Charging Station,OPERATIONAL,"2901 Grand River Ave, Detroit, MI 48201, USA",42.3378735,-83.0684393,"point_of_interest, establishment",2,2,2,I'm tired of every station I go to not working. Sometimes it's freezing out and I have to fight with the dam machine for 20 30 mins before I can get it to work or end up leaving. So frustrating. Get it together Chargepoint,Ferrari Brown,https://www.google.com/maps/contrib/115213848587900723977/reviews,a year ago,2022-11-25 20:05:26
Tesla Supercharger,OPERATIONAL,"1301 Eight Mile Rd, Detroit, MI 48203, USA",42.4453518,-83.117921,"point_of_interest, establishment",5,15,5,"This Tesla supercharger station is great! 12 brand new stalls in the parking lot of a Meijer in Detroit. I think this is the first and only supercharger station actually within the City of Detroit. In addition to Meijer there are plenty of sit down and fast food restaurants, as well as retail shopping. This will be my new go-to charging station.",Jeremy Orr,https://www.google.com/maps/contrib/108767070157005947360/reviews,a year ago,2022-08-18 11:30:42
Tesla Supercharger,OPERATIONAL,"1301 Eight Mile Rd, Detroit, MI 48203, USA",42.4453518,-83.117921,"point_of_interest, establishment",5,15,5,Beautiful station. Open 24/7. Plenty of spots (always check before coming). 10/10!,Mohammed Hussain,https://www.google.com/maps/contrib/110472577817703757223/reviews,a year ago,2022-09-03 03:37:17
Tesla Supercharger,OPERATIONAL,"1301 Eight Mile Rd, Detroit, MI 48203, USA",42.4453518,-83.117921,"point_of_interest, establishment",3,15,5,Half the stalls don't work,Juan H,https://www.google.com/maps/contrib/114145495651899908383/reviews,2 months ago,2023-10-07 03:36:20
Tesla Supercharger,OPERATIONAL,"1301 Eight Mile Rd, Detroit, MI 48203, USA",42.4453518,-83.117921,"point_of_interest, establishment",5,15,5,Easy and convenient.  It's busy though.  Don't go at peak times,victor ventimiglia,https://www.google.com/maps/contrib/107312806294500146467/reviews,11 months ago,2022-12-29 23:05:34
Tesla Supercharger,OPERATIONAL,"1301 Eight Mile Rd, Detroit, MI 48203, USA",42.4453518,-83.117921,"point_of_interest, establishment",5,15,5,"the tesla supercharge is dirty, people that charge trash the place.
Tesla drivers PLEASE dont leave your garbage at the supercharger sites",Richard Barmore,https://www.google.com/maps/contrib/100771325446560961246/reviews,a year ago,2022-09-15 17:03:16
Electric Vehicle Charging Station,OPERATIONAL,"N 4th Ave, Ann Arbor, MI 48104, USA",42.2836878,-83.7476957,"point_of_interest, establishment",5,4,4,"Great charging station with four ClipperCreek EVSE - Level 2 J1772 connectors. Four parking spots, but the EVSEs do reach to the fifth spot just east of the solar canopy.",Zack Rogers,https://www.google.com/maps/contrib/106245719220037201712/reviews,2 years ago,2021-10-14 14:29:25
Electric Vehicle Charging Station,OPERATIONAL,"N 4th Ave, Ann Arbor, MI 48104, USA",42.2836878,-83.7476957,"point_of_interest, establishment",5,4,4,All spaces were available on a Friday and charger worked perfectly,Madalina Felice,https://www.google.com/maps/contrib/107514653239535412395/reviews,a year ago,2022-04-04 13:22:26
Electric Vehicle Charging Station,OPERATIONAL,"N 4th Ave, Ann Arbor, MI 48104, USA",42.2836878,-83.7476957,"point_of_interest, establishment",5,4,4,Great!  And powered by its own solar canopy!,Dancing Satur,https://www.google.com/maps/contrib/115639502349373824241/reviews,2 years ago,2021-06-11 13:55:53
Electric Vehicle Charging Station,OPERATIONAL,"N 4th Ave, Ann Arbor, MI 48104, USA",42.2836878,-83.7476957,"point_of_interest, establishment",5,4,4,,Cristian Adam,https://www.google.com/maps/contrib/104619358179123006769/reviews,2 months ago,2021-06-11 13:55:53
RED E Charging Station,OPERATIONAL,"29330 Wixom Rd, Wixom, MI 48393, USA",42.5071567,-83.5363004,"point_of_interest, establishment",5,9,5,"Nice chargers. They have updated them with longer cords and faster charging capabilities. Free fast charging to the end of 2023. Since this review, they have added a lanyard for the charging cord to keep them off the ground. Nice and clean station and I've used it 5-6 times now no issue. I highly recommend this station. #iworkforgm",Sean Montgomery,https://www.google.com/maps/contrib/112869550376165729484/reviews,3 months ago,2023-09-04 13:03:50
