docid,lat,lng
38299,34.003323,-81.035693
38300,34.008409,-81.041802
38301,34.002255,-81.040219
38302,34.84709,-82.387269
38303,34.849724,-82.400667
38304,34.849889,-82.397797
38305,34.852754,-82.393113
38306,33.997786,-81.036161
38307,34.852789,-82.396195
38308,34.85335,-82.394826
38309,34.852437,-82.399901
38310,34.925782,-81.028444
38311,34.954788,-81.013242
38312,34.716556,-81.648482
38313,34.77993955183312,-81.4573590734024
38379,34.019875,-118.49151
38517,37.784871,-122.408991
38518,37.806798,-122.419488
38521,34.010528,-118.4898
38522,39.843886,-104.771138
38523,39.953798,-105.166116
38525,42.372442,-71.122882
38774,41.492057,-87.522819
38778,42.962078,-85.659019
38855,40.507796,-88.982897
38856,40.511172,-88.984985
38857,39.79628,-89.6504
38859,39.70909,-86.3894
38861,30.198704,-93.212318
38887,44.95121,-92.9952
38952,47.761878,-122.191915
38959,47.679224,-122.12995
38966,47.672359,-122.099034
38976,47.734211,-122.147041
38978,43.011411,-89.459112
39006,43.096636,-89.500008
39016,35.778416,-78.64347
39017,35.77435,-78.642287
39096,37.958953,-91.779289
39114,30.20633,-97.75936
39294,42.999265,-71.467911
39314,39.1458,-123.198497
39414,34.749177,-82.279741
39514,36.910575,-80.31736
39574,37.551409,-77.45233
39575,37.543387,-77.42953
39705,36.010279,-84.268049
39707,35.558371,-86.448276
39708,32.408909,-99.771463
39709,35.159354,-101.938937
39710,32.676458,-97.087169
39711,30.374542,-97.731445
39712,29.80725299717069,-94.97383364868772
39713,30.062535,-94.133511
39714,32.83907,-97.16206
39715,30.639201,-96.30671
39717,27.73082,-97.416019
39718,32.64609,-96.86376
39719,33.775328,-96.58308
39720,31.783928,-106.417267
39721,31.724024,-106.302211
39723,32.72158,-97.47838
39724,32.92823,-97.09447
39725,26.186259,-97.734663
39726,29.91328,-95.61141
39727,29.67646,-95.42258
39728,29.625565,-95.22531
39729,29.78628,-95.6005
39730,29.99016,-95.42236
39731,29.990275,-95.275606
39732,32.83590364848205,-96.93415799873353
39733,29.775354,-95.817237
39734,31.078549,-97.692745
39736,27.528418,-99.458211
39737,29.484543,-95.10255
39738,33.022937,-96.988337
39739,32.553772,-94.727241
39740,33.535048,-101.958266
39741,33.161606,-96.644662
39742,32.829838,-96.629967
39743,32.024113,-102.151567
39745,29.953433,-94.0071
39746,32.97135,-96.719803
39747,29.534537,-95.772812
39748,30.54315305,-97.69371065
39749,31.44646,-100.496244
39750,29.543147,-98.57544
39751,29.517253,-98.467365
39752,29.457047,-98.625324
39753,29.556508,-98.34469
39754,30.4963137,-97.6809454
39755,30.314894,-94.18396
39756,29.64607,-95.57668
39757,31.079653,-97.410328
39758,32.31165413012184,-95.34249985662234
39759,28.851423,-96.997881
39760,31.495348,-97.160226
39761,32.7561,-97.705239
39762,33.88049,-98.545953
39763,38.80967,-77.12219
39764,38.8998,-77.46033
39765,38.084925987503,-78.47341454498292
39766,38.85366,-77.32474
39768,37.04249,-76.38833
39769,38.760854,-77.459274
39770,37.175139,-77.352948
39771,37.561646,-77.465974
39772,37.34598,-79.9627
39773,39.010459,-77.438399
39774,38.92684,-77.24096
39775,39.156514,-78.147297
39776,47.338754,-122.221114
39778,48.75573,-122.45411
39779,47.562162,-122.684286
39780,47.45832,-122.33325
39782,47.778229,-122.344838
39786,47.03101,-122.9298
39787,46.236607,-119.128998
39788,48.10274,-123.34307
39789,47.20763,-122.29502
39791,47.44822,-122.21915
39795,47.739021,-117.409937
39796,47.65722,-117.31236
39797,47.21972,-122.48567
39798,45.64821,-122.59841
39799,46.047464,-118.353406
39802,35.030251,-85.308376
39803,36.513006,-87.268667
39805,36.137109,-85.496453
39806,36.023934,-87.340223
39807,36.063277,-89.379485
39808,35.957857,-86.80853
39809,36.36102,-86.49452
39811,36.374198,-82.372119
39812,36.551978,-82.487762
39813,35.920587,-84.067881
39814,35.999617,-83.969451
39815,36.29057,-86.70486
39816,35.454702,-86.041805
39817,36.369277,-88.849653
39818,35.0353,-89.795859
39819,35.181031,-89.895533
39820,36.18226,-83.382387
39821,35.8541,-86.39484
39822,36.11033,-86.74373
39823,36.19092,-86.79334
39827,45.491783,-122.81107
39828,44.05538,-121.27764
39830,44.572608,-123.258425
39831,44.05902085037804,-123.0813974632293
39832,45.3787,-122.60416
39836,45.227394,-123.180863
39837,42.379969,-122.858192
39838,45.531759,-122.537403
39840,45.613979,-121.20996
39841,45.326814,-122.770853
39842,34.05518,-81.12812
39844,33.99785,-81.22228
39845,35.830725,-83.974822
39846,35.20581,-89.79106
39847,36.54287,-82.23651
39848,35.056433,-85.190515
39849,33.39493,-86.80726
39850,30.660697,-87.858464
39851,34.56385,-86.97219
39852,32.376832,-86.208559
39853,33.459826,-112.284168
39854,33.286316,-111.791107
39855,34.54217,-114.35287
39856,33.385361,-111.695062
39857,33.434496378394535,-111.87162113624574
39858,33.636921,-112.253682
39859,33.50948,-112.05471
39860,33.605183,-112.420442
39861,33.6398,-112.10787
39862,33.6345,-111.91583
39863,33.34607,-111.96735
39864,32.29001,-110.98518
39865,32.207374,-110.881798
39870,38.007799,-121.832042
39871,35.310723,-119.035324
39872,33.865497,-117.995215
39873,33.82498,-118.24566
39874,33.78414,-116.471
39875,33.861544,-118.100471
39876,39.75674,-121.84372
39877,33.997621,-117.928216
39878,36.83692,-119.71718
39880,37.980192,-122.050128
39881,33.88319,-117.61565
39882,33.675397,-117.918684
39883,38.55252,-121.69156
39884,33.9473,-118.151166
39885,34.136553,-117.975944
39886,32.795896,-116.976156
39887,34.06964,-118.02703
39888,38.40209,-121.38584
39889,33.116492,-117.106837
39890,40.8007,-124.16421
39891,38.63424,-121.20423
39892,34.13534,-117.44573
39893,37.49864,-121.9734
39894,36.818622,-119.789796
39895,33.766376,-117.968337
39896,33.889201,-118.307028
39897,36.996869,-121.558573
39898,34.13714,-118.25515
39899,34.43427,-119.820934
39901,37.662305,-122.075178
39902,33.741163,-117.031718
39903,33.71069,-117.989861
39904,33.63255,-117.72335
39905,33.70693,-116.28364
39906,34.035168,-118.273229
39907,34.133446,-118.356601
39908,37.30584,-120.50229
39910,34.269809,-118.466606
39911,37.705119,-120.99471
39912,34.082404,-117.694876
39913,34.06531,-117.21201
39914,38.2927,-122.27752
39915,32.659001,-117.100836
39916,33.181953,-117.298334
39917,33.80819,-117.86507
39918,34.22784,-119.15031
39919,34.5914,-118.1383
39920,38.267202,-122.665068
39921,32.95678,-117.02581
39922,40.571632,-122.36654
39925,37.98521,-122.32138
39926,33.941878,-117.297603
39927,33.925469,-117.419673
39928,38.752198,-121.256452
39929,38.63114,-121.39648
39930,36.720023,-121.662519
39931,34.07141,-117.29807
39932,32.833179,-117.147384
39935,37.275144,-121.877656
39936,33.47462,-117.67629
39937,37.71267,-122.16245
39938,35.25062,-120.68455
39939,37.32349,-121.98788
39943,38.42558,-122.71418
39944,36.611189,-121.849899
39945,34.16924,-118.44896
39947,34.27735,-118.7796
39948,38.02221,-121.27534
39949,33.516768,-117.155039
39951,37.75990555387505,-121.4632051865082
39952,33.72487,-117.79896
39953,38.381441,-121.941218
39955,38.118088,-122.255493
39956,34.517883,-117.3219
39957,36.32325,-119.27596
39959,34.074227,-117.890899
39962,27.462023,-82.578036
39963,28.848733,-82.57947
39964,28.98366,-81.30046
39965,26.4351,-80.07297
39966,26.109825,-80.137099
39967,30.28829,-81.73143
39968,30.212415,-81.736209
39969,30.18082,-82.702224
39970,25.78297,-80.36645
39971,25.92605,-80.29188
39972,25.76506,-80.25052
39973,25.609391,-80.348241
39974,26.00761,-80.2628
39975,27.48602,-81.48261
39976,27.152729,-80.217708
39978,27.995139,-82.506186
39979,28.04892,-82.45832
39980,27.585356,-80.376442
39981,26.713894,-80.05421
39982,27.98288,-81.67614
39985,33.907866,-84.283186
39986,33.96794,-84.14603
39988,33.83581,-84.07828
39989,33.78405,-84.61276
39990,33.92909,-84.50889
39991,33.566938,-84.344405
39992,34.02183,-84.32811
39993,33.56458,-84.52177
39994,32.555572,-83.66552
39995,21.335175,-157.88225
39996,20.88861,-156.45817
39997,21.3993,-157.79918
39998,21.42849,-157.998343
40012,39.291785,-76.610539
40018,39.5059,-76.38238
40020,39.256947,-76.730918
40025,39.39116,-77.40777
40026,39.177414,-77.249773
40029,38.827,-76.92355
40030,39.11377,-77.16099
40033,39.077447,-76.947933
40046,44.946327,-93.095535
40047,44.947042,-93.088226
40053,44.977961,-93.282508
40056,44.973838,-93.156808
40057,44.967593,-93.127742
40063,44.948972,-93.0962
40066,35.39209,-80.62277
40067,35.04196,-78.95652
40068,35.93784,-79.99629
40069,34.634487,-78.997134
40185,32.823912,-117.12114
40255,37.578536,-77.48754
40367,39.467032,-119.779038
40372,30.256917,-97.749169
40376,32.779791,-96.7990454
40380,37.158,-80.4204
40382,37.5036,-77.61842
40383,47.616104,-122.19696
40384,47.61434,-122.194037
40389,43.121878,-89.309902
40390,43.094649,-89.50964
40444,42.790376,-86.101511
40482,34.848783,-82.401211
40522,34.756982,-82.383799
40565,38.951695,-77.409238
40570,34.840912,-82.400037
40571,34.926241,-82.433164
40594,26.9322,-80.1027
40596,42.6336,-83.220931
40603,42.33476,-83.0608
40609,42.682914,-83.193236
40610,42.166498,-83.780162
40613,41.36684,-81.7638
40653,44.520371,-85.991356
40689,39.001676,-76.525253
40697,40.397876,-75.588988
40701,37.578775,-77.489409
40704,42.455,-83.131111
40745,35.772881,-78.638502
40747,35.772619,-78.641492
40751,35.77937,-78.638203
40752,42.187149,-122.689496
40765,45.317487,-122.759692
40790,33.90999,-84.2914
40794,41.97850582311076,-87.90328000006105
40806,41.99774,-87.864217
40854,36.009999,-78.921405
40940,33.931732,-81.059303
40965,36.379802,-94.177871
40996,41.607327,-93.735902
40997,41.00709,-91.981752
40998,41.645933,-93.769432
41006,38.623533,-77.086898
41007,38.369101,-76.960389
41047,38.709309,-90.683128
41049,40.453507,-80.085371
41085,42.219548,-122.740005
41093,25.7703,-80.196621
41096,26.769595,-80.102645
41099,26.932602,-80.118594
41100,26.764076,-80.10151
41101,25.770827,-80.264645
41102,25.833883,-80.313867
41108,37.764986,-77.476715
41121,34.850504,-82.322852
41122,35.105398,-81.208515
41230,38.893647,-76.539373
41237,36.145081,-115.227058
41240,40.867403,-73.906405
41263,34.889277,-82.215666
41264,34.889453,-82.215505
41265,30.251357,-97.689015
41266,30.18534,-97.801184
41269,30.422284,-97.71646
41272,30.268887,-97.738936
41352,37.38237,-121.970806
41395,38.447533,-78.870744
41446,45.256075,-94.107832
41483,36.547921,-82.56179
41520,43.002006,-89.423463
41525,43.058323,-89.410359
41526,35.279705,-120.6609
41553,35.92353,-78.599883
41579,47.604115,-122.332907
41758,45.475962,-122.825561
41772,38.889751,-77.08499
41773,38.803836,-77.516487
41776,47.434021,-122.273183
41779,47.22213,-122.478493
41800,26.642789,-81.869132
41810,28.503733,-81.422651
41814,27.951258,-82.451781
41849,40.350118,-74.662732
41941,29.343808,-98.436931
41985,21.309472,-157.857848
41987,21.2782458,-157.8320917
41988,21.272518,-157.823246
42016,41.96074,-71.4948
42032,34.138312,-84.251109
42043,41.071157,-73.549133
42044,47.255854,-122.44172
42110,27.499076,-82.569442
42125,28.499373,-81.303897
42136,27.709441,-82.736735
42178,42.964844,-85.681992
42186,42.499039,-83.439339
42196,39.09971237,-84.50933838
42209,29.94917,-95.33138
42228,47.568886,-122.145268
42240,47.601657,-122.036938
42285,27.493279,-82.573234
42382,21.279142,-157.831689
42384,21.277846,-157.825052
42395,40.44145,-80.149752
42396,35.779082,-78.641779
42397,35.777283,-78.639281
42398,35.760503,-78.625345
42399,35.862603,-78.643641
42400,35.800443,-78.663445
42401,35.788789,-78.573106
42402,35.767483,-78.563464
42403,35.767483,-78.563464
42404,40.632138,-80.054285
42415,44.469299,-89.545776
42423,41.823099,-71.347614
42460,40.505132,-88.994211
42461,40.496969,-89.004735
42462,40.507954,-88.986429
42488,29.920829,-90.117642
42492,29.9347,-90.120883
42499,40.535456,-89.013791
42529,40.593417,-105.0684
42542,40.024578,-105.232194
42543,40.0148,-105.2792
42639,39.986545,-82.823727
42640,39.960356,-82.998458
42656,42.666735,-88.524261
42659,42.909432,-87.928747
42689,41.526802,-72.063684
42705,20.68760677,-156.4428675
42711,40.534785,-89.011493
42719,42.969202,-85.670457
42720,42.963679,-85.670993
42729,42.962871,-85.668737
42872,35.61323,-87.034614
42888,41.742755,-71.428289
42907,40.663848,-74.216585
42927,35.223874,-80.846273
42939,35.837613,-86.407098
42966,40.492883,-80.200182
43021,40.505604,-105.078041
43022,35.533862,-97.531053
43178,42.525121,-71.713346
43182,42.5703,-71.41896
43186,42.260546,-71.794678
43190,39.290036,-76.621894
43191,39.290764,-76.62439
43195,39.28651,-76.624935
43196,39.28808,-76.622679
43248,42.244351,-83.444131
43253,42.41423,-83.1364
43254,44.825192,-93.112679
43260,39.934849,-75.029991
43281,30.563925,-97.658312
43290,38.890342,-77.085782
43292,38.85424,-77.049408
43299,47.424222,-122.256619
43303,47.443255,-122.212445
43305,47.444606,-122.214491
43308,43.054704,-89.321148
43358,41.955233,-87.865268
43363,35.49416,-79.180591
43390,38.672391,-77.396964
43415,27.901732,-82.721249
43440,39.326834,-76.681801
43444,39.334156,-76.495725
43451,45.183283,-93.237039
43455,44.956138,-93.084209
43458,34.004883,-81.032931
43459,34.002107,-81.035726
43478,34.035802,-118.686393
43551,27.988197,-82.392164
43615,25.7752,-80.198072
43760,41.742755,-71.428289
43761,35.922223,-86.821182
43762,35.940203,-86.813764
43763,36.174597,-86.298021
43764,35.843311,-86.446636
43795,47.483635,-122.170748
43796,47.474537,-122.204976
43804,47.253809,-122.437429
43806,47.245934,-122.43398
43833,39.742113,-104.991416
43834,41.769417,-72.681825
43836,38.896703,-77.027621
43839,34.275207,-83.85946
43840,34.00995,-84.57675
43860,42.358449,-71.055089
43865,42.799163,-70.847133
43868,42.032751,-71.311914
43876,36.06368,-79.50374
43877,36.06368,-79.50374
43971,26.892152,-80.102668
44012,44.015999,-73.165412
44017,37.488952,-121.948969
44136,47.778229,-122.344838
44137,47.90272981640562,-122.2469883724914
44147,47.03101,-122.9298
44148,46.236607,-119.128998
44150,47.20763,-122.29502
44151,47.44822,-122.21915
44153,47.606684,-122.332664
44156,47.604906,-122.330278
44158,47.582934,-122.323106
44159,47.622085,-122.347124
44160,47.699613,-122.341922
44162,47.57952,-122.321401
44163,47.565149,-122.353024
44166,47.21972,-122.48567
44174,41.50406,-74.0684
44175,41.50406,-74.0684
44176,42.45165,-75.09985
44177,42.45165,-75.09985
44178,42.784867,-78.76558
44179,42.784867,-78.76558
44180,40.79315,-73.0083
44181,40.79315,-73.0083
44183,44.667361,-73.444894
44184,40.99631,-73.66936
44185,40.99631,-73.66936
44186,40.92423,-72.70479
44187,40.92423,-72.70479
44188,43.077581,-77.641934
44189,43.077581,-77.641934
44190,40.86019,-73.16156
44191,40.86019,-73.16156
44192,42.764517,-73.88522
44193,42.764517,-73.88522
44198,40.80991,-73.50773
44203,40.80991,-73.50773
44204,42.095812,-76.003703
44205,42.095812,-76.003703
44206,41.587383,-73.908392
44207,41.587383,-73.908392
44208,43.204065,-77.478237
44209,43.204065,-77.478237
44212,40.75447,-73.56217
44213,40.75447,-73.56217
44216,42.96275,-78.691132
44218,41.28939710701883,-73.83674804431915
44219,41.28939710701883,-73.83674804431915
44225,45.491783,-122.81107
44228,44.572608,-123.258425
44230,44.05902085037804,-123.0813974632293
44233,45.3787,-122.60416
44241,45.227394,-123.180863
44243,42.379969,-122.858192
44247,45.531759,-122.537403
44251,44.94955,-122.99973
44255,45.326814,-122.770853
44270,47.562162,-122.684286
44272,47.45832,-122.33325
44280,44.129326,-70.224225
44283,42.283504,-83.747496
44287,42.2841,-83.80862
44288,42.2841,-83.80862
44289,43.0363,-85.61852
44290,43.0363,-85.61852
44292,42.271617,-85.628348
44293,42.912537,-85.558232
44294,42.912537,-85.558232
44295,43.48688,-83.97433
44296,43.48688,-83.97433
44297,44.74352,-85.59523
44298,44.74352,-85.59523
44299,42.553452,-83.175063
44300,42.553452,-83.175063
44301,35.867552,-78.543695
44303,43.187837,-71.497717
44304,43.187837,-71.497717
44306,42.779284,-71.498971
44307,43.077355,-70.785285
44308,43.077355,-70.785285
44309,42.772666,-71.222512
44310,42.772666,-71.222512
44311,43.257348,-70.900583
44312,43.257348,-70.900583
44313,42.87865,-72.23336
44314,42.87865,-72.23336
44315,43.450949,-71.573167
44316,43.450949,-71.573167
44317,42.676971,-73.787334
44318,42.676971,-73.787334
44319,42.979725,-78.797346
44321,42.966894,-76.535879
44323,40.758245,-73.776954
44324,40.758245,-73.776954
44325,41.071072,-73.950866
44326,41.071072,-73.950866
44328,40.636324,-74.019228
44329,40.589167,-73.960707
44330,40.589167,-73.960707
44331,43.147147,-76.114274
44332,43.147147,-76.114274
44333,43.100001,-77.481422
44334,43.100001,-77.481422
44336,40.622268,-73.742699
44337,40.622268,-73.742699
44339,42.435042,-76.5088
44344,43.025044,-74.358103
44345,43.025044,-74.358103
44346,40.71693,-73.630152
44347,40.71693,-73.630152
44348,42.16262,-76.86773
44349,42.16262,-76.86773
44350,40.83414,-73.37998
44351,40.83414,-73.37998
44352,41.94909,-74.03185
44354,43.128557,-78.696197
44355,43.128557,-78.696197
44356,42.953204,-71.44115
44357,42.953204,-71.44115
44358,41.40859,-74.413372
44359,41.40859,-74.413372
44360,40.919104,-73.776645
44361,40.919104,-73.776645
44362,38.5937,-90.53288
44363,38.5937,-90.53288
44364,38.967693,-92.334399
44365,38.967693,-92.334399
44366,39.267153,-94.666038
44367,39.267153,-94.666038
44368,38.90124,-94.34926
44369,38.90124,-94.34926
44370,39.780953,-94.800709
44371,39.780953,-94.800709
44372,38.5207,-90.343967
44373,38.5207,-90.343967
44374,38.797781,-90.598753
44375,38.797781,-90.598753
44376,35.597527,-82.560582
44377,35.597377,-82.549206
44378,35.499836,-82.522586
44381,36.34538,-94.182742
44382,36.34538,-94.182742
44383,35.09414,-92.4223
44384,35.09414,-92.4223
44385,36.11277,-94.14429
44386,36.11277,-94.14429
44387,35.320472,-94.397408
44388,35.320472,-94.397408
44389,34.453266,-93.066286
44390,34.453266,-93.066286
44391,35.804632,-90.67099
44393,34.711439,-92.404311
44394,34.711439,-92.404311
44395,34.810013,-92.205719
44396,34.810013,-92.205719
44397,34.20392,-92.00651
44398,34.20392,-92.00651
44400,33.577103,-117.723844
44429,41.190701,-73.166282
44431,41.997574,-72.574713
44432,41.997574,-72.574713
44434,41.16733,-73.23383
44435,41.791382,-72.656681
44436,41.791382,-72.656681
44437,41.814316,-72.507845
44438,41.814316,-72.507845
44439,41.568122,-73.098764
44440,41.568122,-73.098764
44441,41.59057,-72.67628
44442,41.59057,-72.67628
44443,41.209761,-73.083686
44444,41.209761,-73.083686
44447,41.3608,-72.87153
44448,41.3608,-72.87153
44449,41.728247,-72.188445
44450,41.309276,-72.383105
44453,41.29952,-73.10625
44457,41.46741,-72.81745
44458,41.46741,-72.81745
44459,41.30746,-72.96825
44460,41.30746,-72.96825
44461,41.820371,-72.869319
44462,41.820371,-72.869319
44463,41.258992,-73.435546
44464,41.258992,-73.435546
44465,26.073774,-80.361864
44467,41.728247,-72.188445
44489,41.997327,-93.610192
44491,42.513038,-92.440119
44492,42.513038,-92.440119
44493,42.04722,-91.68115
44494,42.04722,-91.68115
44495,41.558296,-90.578545
44498,42.43972,-96.35929
44499,42.43972,-96.35929
44506,45.64821,-122.59841
44509,46.590246,-120.500687
44510,46.590246,-120.500687
44652,41.509406,-90.577025
44773,42.289937,-83.67309
44927,42.410782,-70.996891
44929,42.132105,-70.916995
44944,35.052556,-78.880206
45003,28.537663,-81.384224
45166,38.861644,-77.064159
45209,47.868914,-121.987449
45313,37.702909,-121.91835
45631,37.76161,-84.27373
45632,37.105179,-84.079467
45633,37.997336,-84.441827
45634,37.657747,-84.784008
45651,30.004818,-90.16093
45652,41.645241,-91.545962
45654,48.673466,-121.261467
45655,37.815464,-81.185243
45656,37.815464,-81.185243
45658,39.646525,-80.002049
45660,41.264912,-96.187831
45661,41.264912,-96.187831
45664,40.784797,-74.193494
45666,40.991256,-74.347338
45667,40.991256,-74.347338
45669,39.939502,-75.011984
45670,40.807195,-74.371329
45672,40.48774,-74.86328
45673,40.48774,-74.86328
45674,40.263381,-74.292408
45675,40.263381,-74.292408
45676,39.982438,-74.808764
45678,40.229274,-74.672155
45680,40.850992,-74.075092
45681,40.850992,-74.075092
45682,40.696469,-74.219681
45684,40.42832,-74.192387
45685,40.42832,-74.192387
45686,39.701442,-74.271282
45688,40.40938,-74.506017
45689,40.40938,-74.506017
45690,40.228608,-74.068718
45691,40.228608,-74.068718
45692,40.630184,-74.433373
45693,40.630184,-74.433373
45694,40.929732,-74.71888
45695,40.929732,-74.71888
45696,39.961373,-74.180868
45697,39.961373,-74.180868
45698,40.894133,-74.232511
45699,40.894133,-74.232511
45700,41.053216,-74.120288
45701,41.053216,-74.120288
45702,39.462013,-75.043179
45703,39.462013,-75.043179
45704,39.83206,-75.1581
45705,39.83206,-75.1581
45708,40.978905,-81.494254
45709,40.978905,-81.494254
45710,39.708775,-84.026292
45711,39.708775,-84.026292
45712,41.402746,-81.552724
45713,41.402746,-81.552724
45714,41.01099,-80.66209
45715,41.01099,-80.66209
45716,41.41606,-83.65173
45717,41.41606,-83.65173
45718,39.285136,-84.447192
45719,39.285136,-84.447192
45720,39.228991,-84.588623
45721,39.228991,-84.588623
45722,39.295523,-84.311517
45723,39.295523,-84.311517
45724,40.05704,-82.88562
45725,40.05704,-82.88562
45727,39.974166,-83.02872
45728,41.11975,-81.48296
45729,41.11975,-81.48296
45730,39.63909,-84.22202
45731,39.63909,-84.22202
45732,40.523001,-81.489388
45733,40.523001,-81.489388
45734,39.329217,-84.517152
45735,39.329217,-84.517152
45736,41.058412,-83.614262
45738,40.03176,-83.12544
45739,40.03176,-83.12544
45740,40.757603,-84.146368
45742,40.759025,-82.567985
45743,40.759025,-82.567985
45746,41.519706,-81.461226
45747,41.519706,-81.461226
45748,41.13413,-81.79356
45749,41.13413,-81.79356
45750,41.68165,-81.339516
45751,41.68165,-81.339516
45754,41.409652,-81.938059
45755,41.409652,-81.938059
45756,41.423584,-82.088115
45758,41.248333,-81.362879
45759,41.248333,-81.362879
45760,41.675335,-83.684803
45761,41.675335,-83.684803
45762,39.888695,-84.218465
45763,39.888695,-84.218465
45764,41.263756,-80.782876
45769,42.054742,-80.105109
45770,32.787311,-79.930037
45771,32.777245,-79.933619
45772,32.790806,-79.938
45773,33.799792,-79.01138
45774,33.841727,-79.051177
45776,34.761595,-81.646791
45777,33.661672,-78.937739
45779,34.977,-80.9771
45780,34.924189,-81.02889
45782,34.948192,-81.927953
45784,34.949604,-81.933288
45785,34.955945,-81.93733
45786,34.954092,-81.933172
45787,34.94118,-81.909739
45790,34.716959,-81.621094
45791,33.836216,-79.048195
45796,34.987457,-81.060145
45798,38.271867,-77.493368
45803,40.784164,-89.623657
45806,31.296699,-92.516114
45807,31.296699,-92.516114
45808,30.439653,-91.085484
