Fuel Type Code	Station Name	Street Address	Intersection Directions	City	State	ZIP	Plus4	Station Phone	Status Code	Expected Date	Groups With Access Code	Access Days Time	Cards Accepted	BD Blends	NG Fill Type Code	NG PSI	EV Level1 EVSE Num	EV Level2 EVSE Num	EV DC Fast Count	EV Other Info	EV Network	EV Network Web	Geocode Status	Latitude	Longitude	Date Last Confirmed	ID	Updated At	Owner Type Code	Federal Agency ID	Federal Agency Name	Open Date	Hydrogen Status Link	NG Vehicle Class	LPG Primary	E85 Blender Pump	EV Connector Types	Country	Intersection Directions (French)	Access Days Time (French)	BD Blends (French)	Groups With Access Code (French)	Hydrogen Is Retail	Access Code	Access Detail Code	Federal Agency Code	Facility Type	CNG Dispenser Num	CNG On-Site Renewable Source	CNG Total Compression Capacity	CNG Storage Capacity	LNG On-Site Renewable Source	E85 Other Ethanol Blends	EV Pricing	EV Pricing (French)	LPG Nozzle Types	Hydrogen Pressures	Hydrogen Standards	CNG Fill Type Code	CNG PSI	CNG Vehicle Class	LNG Vehicle Class	EV On-Site Renewable Source	Restricted Access	RD Blends	RD Blends (French)	RD Blended with Biodiesel	RD Maximum Biodiesel Level	NPS Unit Name	CNG Station Sells Renewable Natural Gas	LNG Station Sells Renewable Natural Gas	Maximum Vehicle Class	EV Workplace Charging
ELEC	Hampton Inn & Suites - Tesla Supercharger	4310 Airport Way		Denver	CO	80239		877-798-3752	E		Public	24 hours daily							10.0		Tesla	https://www.tesla.com/supercharger	200-9	39.77512	-104.794648	2023-07-01	102082	2023-07-14 19:41:28 UTC	P			2015-01-01					TESLA	US				Public		public																													False
ELEC	Arapahoe Crossings	6564 S Parker Road		Aurora	CO	80016		877-455-3833	E		Public	24 hours daily							1.0		eVgo Network	https://www.evgo.com/	GPS	39.597351	-104.802731	2023-11-13	228457	2023-11-13 23:56:39 UTC				2018-03-07					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Boulevard 1 - Tesla Supercharger	44 Pontiac St		Denver	CO	80224		877-798-3752	E		Public	24 hours daily	A D Debit M V						18.0		Tesla	https://www.tesla.com/supercharger	GPS	39.7175888	-104.905923	2023-07-01	197425	2023-07-14 19:41:28 UTC	P			2021-10-05					TESLA	US				Public		public			RESTAURANT																									LD	False
ELEC	Target T0687 - Gainesville , FL	3970 SW Archer Road		Gainesville	FL	32608		833-632-2778	E		Public	24 hours daily							4.0		Electrify America	https://www.electrifyamerica.com/	GPS	29.62063	-82.38437	2023-11-14	167712	2023-11-14 00:58:04 UTC				2020-10-23					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Butler Town Center - Tesla Supercharger	3217 Southwest 35th Boulevard		Gainesville	FL	32608		877-798-3752	E		Public	24 hours daily							10.0		Tesla	https://www.tesla.com/supercharger	200-9	29.624414	-82.376777	2023-07-01	149311	2023-07-14 19:41:28 UTC	P			2019-09-30					TESLA	US				Public		public																													False
ELEC	Burger King - Tesla Supercharger	9401  NW 39th Ave		Gainesville	FL	32606		877-798-3752	E		Public	24 hours daily	A D Debit M V						7.0		Tesla	https://www.tesla.com/supercharger	GPS	29.68822	-82.44322	2023-07-01	258269	2023-07-14 19:41:28 UTC	P			2023-04-06					TESLA	US				Public		public			RESTAURANT																	False								LD	False
ELEC	UNIV OF FLORIDA GARAGE 8 UNIT 1	Parking Garage 8 (Norman)		Gainesville	FL	32601		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	29.645853	-82.337345	2023-11-14	92280	2023-11-14 00:16:05 UTC				2018-03-07					J1772	US				Public		public																													False
ELEC	UNIV OF FLORIDA GARAGE 11 #1	Natural Area Dr		Gainesville	FL	32608		888-758-4389	T	2022-09-09	TEMPORARILY UNAVAILABLE (Public)	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	29.636207	-82.368697	2023-11-14	88112	2023-11-14 00:14:36 UTC				2017-10-24					J1772	US				TEMPORAIREMENT SUSPENDU (Public)		public																													False
ELEC	Alachua Towne Centre - Tesla Supercharger	15560  Northwest US Highway 441		Alachua	FL	32615		877-798-3752	E		Public	24 hours daily	A D Debit M V						12.0		Tesla	https://www.tesla.com/supercharger	GPS	29.79669	-82.50037	2023-07-01	221102	2023-07-14 19:41:28 UTC	P			2022-06-08					TESLA	US				Public		public			SHOPPING_CENTER																	False								LD	False
ELEC	UNIV OF FLORIDA SHEPARD BROAD 1	1300 Center Dr		Gainesville	FL	32603		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	29.640344	-82.34679	2023-11-14	98422	2023-11-14 00:16:05 UTC				2018-05-18					J1772	US				Public		public																													False
ELEC	UNIV OF FLORIDA GARAGE 13 #2	1273 Gale Lemerand Dr		Gainesville	FL	32611		888-758-4389	E		Public	24 hours daily						1.0			ChargePoint Network	http://www.chargepoint.com/	GPS	29.640589	-82.349726	2023-11-14	161574	2023-11-14 00:09:13 UTC				2020-06-12					J1772	US				Public		public																													False
ELEC	UNIV OF FLORIDA VET MED 01	2015 SW 16th Ave		Gainesville	FL	32608		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	29.633537	-82.347991	2023-11-14	98423	2023-11-14 00:16:05 UTC				2018-05-18					J1772	US				Public		public																													False
ELEC	Alamance Crossing - Tesla Supercharger	1080 Piper Ln		Burlington	NC	27215		877-798-3752	E		Public	24 hours daily							8.0		Tesla	https://www.tesla.com/supercharger	200-9	36.070788	-79.511222	2023-07-01	102269	2023-07-14 19:41:28 UTC	P			2013-10-31					TESLA	US				Public		public																													False
ELEC	Carolina Nissan	1329 Huffman Mill Rd		Burlington	NC	27215		336-584-0201	E		Public - Call ahead	Dealership business hours						2.0	1.0		Non-Networked		200-9	36.063557	-79.503697	2022-03-07	43876	2023-02-14 15:54:11 UTC	P			2011-04-01					CHADEMO J1772	US				Public - Appeler à l'avance		public	CALL		CAR_DEALER							Free										False								LD	False
ELEC	PIEDMONT TRIAD DC250 1	824 N Main St		Graham	NC	27253		888-758-4389	E		Public	24 hours daily							1.0		ChargePoint Network	http://www.chargepoint.com/	GPS	36.056667	-79.399134	2023-11-14	201065	2023-11-14 00:37:50 UTC				2021-11-13					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	PIEDMONT EMC ARBY'S 1	1314 Mebane Oaks Rd		Mebane	NC	27302		888-758-4389	E		Public	24 hours daily							1.0		ChargePoint Network	http://www.chargepoint.com/	GPS	36.068138	-79.270321	2023-11-14	201000	2023-11-14 00:38:39 UTC				2021-11-11					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Stop N' Save - Tesla Supercharger	1810  Mount Hope Chu Road		McLeansville	NC	27301		877-798-3752	E		Public	24 hours daily	A D Debit M V						8.0		Tesla	https://www.tesla.com/supercharger	GPS	36.0561211	-79.6600932	2023-07-01	256053	2023-07-14 19:41:28 UTC	P			2023-03-09					TESLA	US				Public		public			GAS_STATION																	False								LD	False
ELEC	Sheetz - Tesla Supercharger	1237 Mebane Oaks Road		Mebane	NC	27302		877-798-3752	E		Public	24 hours daily							8.0		Tesla	https://www.tesla.com/supercharger	GPS	36.069862	-79.270016	2023-07-01	183563	2023-07-14 19:41:28 UTC	P			2021-01-25					TESLA	US				Public		public			CONVENIENCE_STORE																										False
ELEC	Walmart 5320 - Greensboro, NC	121 W. Elmsley Street		Greensboro	NC	27406		833-632-2778	E		Public	24 hours daily							8.0		Electrify America	https://www.electrifyamerica.com/	GPS	36.00315	-79.79819	2023-11-14	167269	2023-11-14 00:57:44 UTC				2020-10-03					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	SHEETZ 647- Hillsborough, NC	1990 NC 86 S		Hillsborough	NC	27278		833-632-2778	E		Public	24 hours daily							4.0		Electrify America	https://www.electrifyamerica.com/	GPS	36.05707	-79.08008	2023-11-14	168151	2023-11-14 00:57:21 UTC				2020-11-05					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Carraway Village - Tesla Supercharger	100 Village Center Drive		Chapel Hill	NC	27516		877-798-3752	E		Public	24 hours daily	A D Debit M V						10.0		Tesla	https://www.tesla.com/supercharger	GPS	35.970201	-79.063936	2023-07-01	224993	2023-07-14 19:41:28 UTC	P			2022-08-01					TESLA	US				Public		public			PARKING_LOT																	False								LD	False
ELEC	Lake Park Lot Grand Lake	519 Lake Park Ave		Oakland	CA	94610		877-455-3833	E		Public	24 hours daily							6.0		eVgo Network	https://www.evgo.com/	GPS	37.809965	-122.246595	2023-11-13	228176	2023-11-13 23:56:06 UTC				2022-05-14					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Jack London Square	409 Washington St.		Oakland	CA	94607		877-455-3833	E		Public	24 hours daily							8.0		eVgo Network	https://www.evgo.com/	GPS	37.7981773	-122.2769619	2023-11-13	228693	2023-11-13 23:56:57 UTC				2022-06-17					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Target T2829 - Alameda, CA	2700 5th Street		Alameda	CA	94501		833-632-2778	E		Public	24 hours daily							6.0		Electrify America	https://www.electrifyamerica.com/	GPS	37.78958	-122.28003	2023-11-14	150477	2023-11-14 00:57:38 UTC				2019-12-21					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Nob Hill Foods	2531 Blanding Ave		Alameda	CA	94501		877-455-3833	E		Public	24 hours daily							2.0		eVgo Network	https://www.evgo.com/	GPS	37.769111	-122.234205	2023-11-13	227936	2023-11-13 23:55:55 UTC				2016-12-03					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	BOA Emeryville CA4-137	4120 San Pablo Avenue		Emeryville	CA	94608		833-632-2778	E		Public	24 hours daily							3.0		Electrify America	https://www.electrifyamerica.com/	GPS	37.83268	-122.27974	2023-11-14	155576	2023-11-14 00:57:48 UTC				2020-04-25					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Whole Foods Berkeley - Telegraph	3000 Telegraph Ave		Berkeley	CA	94705		877-455-3833	E		Public	24 hours daily							2.0		eVgo Network	https://www.evgo.com/	GPS	37.85553	-122.26077	2023-11-13	228247	2023-11-13 23:56:11 UTC				2017-08-30					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Whole Foods Market	230 Bay Pl		Oakland	CA	94612		877-455-3833	E		Public	Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm							4.0		eVgo Network	https://www.evgo.com/	GPS	37.81333	-122.26058	2023-11-13	228356	2023-11-13 23:56:19 UTC				2018-03-07					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Whole Foods Temescal (TCL)	5110 Telegraph Ave		Oakland	CA	94609		877-455-3833	E		Public	24 hours daily							2.0		eVgo Network	https://www.evgo.com/	GPS	37.8375988	-122.2616657	2023-11-13	228688	2023-11-13 23:56:57 UTC				2022-02-08					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	OLD TOWN SQUARE STATION 46-47	572 9th St		Oakland	CA	94607		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	37.802314	-122.276228	2023-11-14	170623	2023-11-14 00:32:52 UTC				2020-12-29					J1772	US				Public		public																													False
ELEC	Embassy Suites by Hilton College Station - Tesla Destination	201 University Dr E		College Station	TX	77840		979-260-6000  877-798-3752	E		Public							3.0			Tesla Destination	https://www.tesla.com/destination-charging	200-9	30.629312	-96.334004	2022-10-06	115681	2023-01-18 15:15:20 UTC	P			2017-09-25					J1772 TESLA	US				Public		public			HOTEL							Free																			False
ELEC	Walmart 2648 - San Leandro, CA	1919 Davis Street		San Leandro	CA	94577		833-632-2778	T	2023-11-08	TEMPORARILY UNAVAILABLE (Public)	24 hours daily						1.0	3.0		Electrify America	https://www.electrifyamerica.com/	GPS	37.71528	-122.17783	2023-11-14	153166	2023-11-14 00:57:07 UTC				2020-01-30					CHADEMO J1772 J1772COMBO	US				TEMPORAIREMENT SUSPENDU (Public)		public																													False
ELEC	Coliseum Center - Tesla Supercharger	640 Hegenberger Road		Oakland	CA	94621		877-798-3752	E		Public	24 hours daily							16.0		Tesla	https://www.tesla.com/supercharger	GPS	37.746162	-122.195179	2023-07-01	157976	2023-07-14 19:41:28 UTC	P			2020-05-22					TESLA	US				Public		public			SHOPPING_MALL																										False
ELEC	Alameda South Shore Center - Tesla Supercharger	523 South Shore Center West		Alameda	CA	94501		877-798-3752	E		Public	24 hours daily							12.0		Tesla	https://www.tesla.com/supercharger	GPS	37.756611	-122.249282	2023-07-01	116778	2023-07-14 19:41:28 UTC	P			2018-12-01					TESLA	US				Public		public			SHOPPING_CENTER																										False
ELEC	55 HARRISON MARKET GARAGE	255 2nd St		Oakland	CA	94607		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	37.794095	-122.271843	2023-11-14	161090	2023-11-14 00:06:06 UTC				2020-06-12					J1772	US				Public		public																													False
ELEC	Powell Street Plaza	5701-5795 Christie Ave		Emeryville	CA	94608		888-264-2208	E		Public	Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm						2.0			Volta	https://voltacharging.com/	GPS	37.8366845	-122.294625	2023-11-14	151067	2023-11-14 01:03:44 UTC				2016-12-30					J1772	US				Public		public																				False									False
ELEC	Walmart 2152 - Albany, NY	141 Washington Ave. EXT		Albany	NY	12205		833-632-2778	E		Public	24 hours daily							6.0		Electrify America	https://www.electrifyamerica.com/	GPS	42.69456	-73.84844	2023-11-14	169948	2023-11-14 00:57:54 UTC				2020-12-05					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Colonie Center - Tesla Supercharger	131 Colonie Center		Albany	NY	12205		877-798-3752	E		Public	24 hours daily							6.0		Tesla	https://www.tesla.com/supercharger	200-8	42.710356	-73.819109	2023-07-01	102325	2023-07-14 19:41:28 UTC	P			2014-05-01					TESLA	US				Public		public																													False
ELEC	Crossgates Mall - Tesla Supercharger	1 Crossgates Mall Road		Guilderland	NY	12203		877-798-3752	E		Public	24 hours daily							20.0		Tesla	https://www.tesla.com/supercharger	200-8	42.68869	-73.853254	2023-07-01	102330	2023-07-14 19:41:28 UTC	P			2018-07-23					TESLA	US				Public		public																													False
ELEC	NATIONAL GRID U OF ALBANY	Collins Circle		Albany	NY	12206		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	42.688931	-73.823026	2023-11-14	162194	2023-11-14 00:18:06 UTC				2020-06-12					J1772	US				Public		public																													False
ELEC	BOA Alexandria VA9-666 (Alexandria, VA)	600 N. WASHINGTON ST.		Alexandria	VA	22314		833-632-2778	E		Public	24 hours daily							4.0		Electrify America	https://www.electrifyamerica.com/	GPS	38.81116	-77.04632	2023-11-14	212731	2023-11-14 00:57:40 UTC				2022-03-25					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Crossroads Center	5831 Columbia Pike & Leesburg Pike		Falls Church	VA	22041		877-455-3833	E		Public	24 hours daily							4.0		eVgo Network	https://www.evgo.com/	GPS	38.852729	-77.129364	2023-11-13	240929	2023-11-13 23:56:52 UTC				2023-01-05					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Safeway King Street	3526 King St		Alexandria	VA	22302		888-264-2208	E		Public	Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm						2.0			Volta	https://voltacharging.com/	GPS	38.8281105	-77.089762	2023-11-14	151821	2023-11-14 01:03:23 UTC				2019-03-13					J1772	US				Public		public																				False									False
ELEC	INSTRATA GARAGE INSTRATA GARAGE	901 15th St S		Arlington	VA	22202		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	38.861084	-77.061712	2023-11-14	79746	2023-11-14 00:12:01 UTC				2016-11-16					J1772	US				Public		public																													False
ELEC	Penrose Square Apartments	2501 9th Road South, Suite 75		Arlington	VA	22204		888-264-2208	E		Public	Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm						2.0			Volta	https://voltacharging.com/	GPS	38.863996	-77.084544	2023-11-14	194554	2023-11-14 01:02:34 UTC				2021-08-26					J1772	US				Public		public																				False								LD	False
ELEC	Barcroft Plaza	6345 Columbia Pike		Falls Church	VA	22041		877-455-3833	E		Public	24 hours daily							4.0		eVgo Network	https://www.evgo.com/	GPS	38.83684	-77.15629	2023-11-13	228685	2023-11-13 23:56:56 UTC				2020-02-15					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Target Pittsburgh	6231 Penn Ave		Pittsburgh	PA	15206		877-455-3833	E		Public	24 hours daily							4.0		eVgo Network	https://www.evgo.com/	GPS	40.46044	-79.91993	2023-11-13	228631	2023-11-13 23:56:48 UTC				2022-07-01					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Giant Eagle - Shadyside	5550 Centre Ave		Pittsburgh	PA	15232		412-681-1500	E		Public	24 hours daily						1.0			Non-Networked		GPS	40.456477	-79.935137	2022-10-11	49200	2023-02-14 15:54:11 UTC	P			2012-07-01					J1772	US				Public		public			GROCERY							Free										False								LD	False
ELEC	Sheetz Pittsburgh #619	2871 Freeport Rd		Pittsburgh	PA	15238		877-455-3833	E		Public	24 hours daily							4.0		eVgo Network	https://www.evgo.com/	GPS	40.539549	-79.831178	2023-11-13	228682	2023-11-13 23:56:56 UTC				2021-11-17					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Dunkin' Donuts	911 Butler St		Pittsburgh	PA	15223		877-455-3833	E		Public	24 hours daily							1.0		eVgo Network	https://www.evgo.com/	GPS	40.511368	-79.948334	2023-11-13	228063	2023-11-13 23:56:01 UTC				2018-03-07					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	South Hills Market District - Tesla Supercharger	7000 Oxford Drive		Bethel Park	PA	15102		877-798-3752	E		Public	24 hours daily	A D Debit M V						8.0		Tesla	https://www.tesla.com/supercharger	GPS	40.346069	-80.047157	2023-07-01	237650	2023-07-14 19:41:28 UTC	P			2022-11-20					TESLA	US				Public		public			GROCERY																	False								LD	False
ELEC	Meijer - Tesla Supercharger	6309 Lima Road		Fort Wayne	IN	46818		877-798-3752	E		Public	24 hours daily							10.0		Tesla	https://www.tesla.com/supercharger	200-9	41.138488	-85.163426	2023-07-01	102172	2023-07-14 19:41:28 UTC	P			2018-07-23					TESLA	US				Public		public																													False
ELEC	Meijer - Tesla Supercharger	5909  Illinois Road		Fort Wayne	IL	46804		877-798-3752	E		Public	24 hours daily	A D Debit M V						12.0		Tesla	https://www.tesla.com/supercharger	GPS	41.07315	-85.21818	2023-07-01	222336	2023-07-14 19:41:28 UTC	P			2022-06-25					TESLA	US				Public		public			GROCERY																	False								LD	False
ELEC	Sweetwater Sound - Tesla Destination	5501 US Hwy 30 W		Fort Wayne	IN	46818		260-432-8176  877-798-3752	E		Public							3.0			Tesla Destination	https://www.tesla.com/destination-charging	200-9	41.124738	-85.212139	2022-10-06	122439	2023-01-18 15:15:20 UTC	P			2015-07-21					J1772 TESLA	US				Public		public										Free																			False
ELEC	Chugiak, AK - Tesla Supercharger	22211 Birchwood Loop Road		Chugiak	AK	99567		877-798-3752	E		Public	24 hours daily	A D Debit M V						8.0		Tesla	https://www.tesla.com/supercharger	GPS	61.403335	-149.467864	2023-07-01	237633	2023-07-14 19:41:28 UTC	P			2022-11-05					TESLA	US				Public		public			GAS_STATION																	False								LD	False
ELEC	DIMOND CENTER EAST TOWER	800 E Dimond Blvd		Anchorage	AK	99515		888-758-4389	E		Public	24 hours daily							1.0		ChargePoint Network	http://www.chargepoint.com/	GPS	61.142628	-149.86609	2023-11-14	236010	2023-11-14 00:44:00 UTC				2022-11-12					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	CHUGACH SOUTH CHUGACH EV	5601 Electron Dr		Anchorage	AK	99518		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	61.169369	-149.911144	2023-11-14	88609	2023-11-14 00:14:56 UTC				2017-11-30					J1772	US				Public		public																													False
ELEC	CHUGACH NORTH STATION 1	1040 E 1st Ave		Anchorage	AK	99501		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	61.22133	-149.862649	2023-11-14	165103	2023-11-14 00:30:00 UTC				2020-08-11					J1772	US				Public		public																													False
ELEC	DIMOND CENTER WEST PARKING	Dimond Center		Anchorage	AK	99515		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	61.143196	-149.87144	2023-11-14	167197	2023-11-14 00:31:27 UTC				2020-10-01					J1772	US				Public		public																													False
ELEC	MIDAS WASILLA MIDAS 1	1032 E Steam Cmns Ave		Wasilla	AK	99654		888-758-4389	E		Public	24 hours daily						2.0			ChargePoint Network	http://www.chargepoint.com/	GPS	61.573564	-149.424678	2023-11-14	236346	2023-11-14 00:45:06 UTC				2022-11-19					J1772	US				Public		public																													False
ELEC	Whistle Hill - Tesla Destination	43540 Kleeb Loop		Soldotna	AK	99669		907-398-2931  877-798-3752	E		Public							3.0			Tesla Destination	https://www.tesla.com/destination-charging	200-9	60.493971	-151.046085	2022-10-06	112694	2023-01-18 15:15:20 UTC	P			2017-11-17					TESLA	US				Public		public			RESTAURANT							Free																			False
ELEC	Sam's Club 6357 (Annapolis,MD)	2100 Generals Hwy		Annapolis	MD	21401		833-632-2778	E		Public	24 hours daily							4.0		Electrify America	https://www.electrifyamerica.com/	GPS	38.98946	-76.55072	2023-11-14	169421	2023-11-14 00:57:49 UTC				2020-11-22					CHADEMO J1772COMBO	US				Public		public																													False
ELEC	Crosswinds at Annapolis Town Center	1903 Towne Centre Blvd		Annapolis	MD	21401		877-455-3833	E		Public	24 hours daily						2.0	1.0		eVgo Network	https://www.evgo.com/	GPS	38.980894	-76.542837	2023-11-13	227952	2023-11-13 23:55:56 UTC				2018-03-07					CHADEMO J1772 J1772COMBO	US				Public		public																													False
ELEC	Annapolis Towne Centre - Tesla Supercharger	1906 Towne Centre Boulevard		Annapolis	MD	21401		877-798-3752	E		Public	24 hours daily							16.0		Tesla	https://www.tesla.com/supercharger	200-9	38.980062	-76.540338	2023-07-01	149289	2023-07-14 19:41:28 UTC	P			2019-09-30					TESLA	US				Public		public																													False
ELEC	Wawa - Tesla Supercharger	3166 Solomon's Island Road		Edgewater	MD	21037		877-798-3752	E		Public	24 hours daily	A D Debit M V						8.0		Tesla	https://www.tesla.com/supercharger	GPS	38.93635	-76.56766	2023-07-01	196522	2023-07-14 19:41:28 UTC	P			2021-09-25					TESLA	US				Public		public			GAS_STATION																									LD	False
